Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
451,618,"Father, God Bless you, to thank you for your Prayers, and WeLove you all. In Jesus Christ, Amen
",3,2,5,5,1,2,1,1,1,4,1,1,"Father God Bless you to thank you for your Prayers and WeLove you all in JesusChristName.
",2,1,5,5,1,2,1,1,1,4,1,1
452,619,"Hate that when I go on break, and I don't have a missed text, phonecall, FaceTime, or anything, shaking my head
",2,1,3,3,4,2,1,5,1,3,4,1,"Hate when I come to break n I don't have a missed text phonecall FaceTime or nothin smh
",1,3,2,1,5,1,2,5,2,3,5,1
453,621,"I had the Yo Gotti album weeks before it came out. I just finished listening to it. That song is a classic!
",4,2,3,5,2,2,1,1,1,4,2,1,"Even Tho I Had Yo Gotti - I Am Album Weeks Before It Came Out... Just Got Finish Listening ToIt & It's A Classic!!!!!
",2,3,1,5,1,1,4,2,1,3,4,1
454,622,BCU 29 wins over FAMU 10. The FAMU Marching 100 is back but they couldn't handle the BCU Wildcat marching band.,3,4,2,5,1,2,1,1,1,4,1,1,"BCU 29 FAMU 10. The FAMU Marching 100 is back, but they couldn't handlethe BCU Wildcat Marching Band.",1,3,2,4,4,2,1,2,1,3,2,1
455,623,"I really enjoyed the Tribute. Even though we were not supposed to hear, we remember her fondly.Who do you think will be next?
",,,,,,,,,,,,,"thoroughly enjoyed the Tribute. We remember her fondly though we were not supposed to hear, wedid. Who will be next?
",,,,,,,,,,,,
456,624,"This shit-crazy feeling for hope and for a speedy recover! I know heis going to take his time
",2,4,1,2,4,1,2,4,2,3,3,1,"This shit crazy feelin for hope for speedy recovery! I know hegoin to take his time!
",1,3,2,2,5,1,2,4,1,2,4,2
457,627,"I don't want to go out tonight, but it's a celebration that I don'tthink I want to miss.\
",3,4,1,5,1,2,1,1,1,4,1,4,"I don't wanna go out tonight but it's a celebration that I don'tthink I sure miss ""
",1,1,3,4,1,2,4,3,2,2,4,4
458,628,"School and basketball with my son takes up all of my time. I need a home cooked meal.What happened to you cooking
",3,5,2,5,1,2,1,1,1,5,1,4,"School & basketball wit my son takes all my time I need a home cooked meal ""what happened to u cooking??""
",3,1,1,4,1,2,1,4,1,4,2,4
459,629,"They are only good on the grill!  I love turkey burgers and I want one now
",1,4,2,5,1,2,2,1,1,4,2,1,"They only good on the grill!! I Luv turkey burgers nI want one now ""
",2,3,1,3,2,1,2,4,1,2,5,1
460,630,"My next girlfriend will not smoke.  I don't even smoke, so why would I wantyou, with your terrible bad breath, to smoke
",1,2,1,1,4,1,2,5,2,3,5,1,"My next bitch will not smoke iont even smoke so why would I wantyo stank breath ass to
",1,2,1,1,4,1,3,5,2,1,5,2
461,631,"My mother has at least ten sores on her body from head to toe, and some of them are very severe.They could take longer than a year to heal
",3,2,1,5,1,4,1,1,1,4,1,1,"My mom has about 10 sores on her body, from head to toe, some of them so severe, that her doctor estimates it wouldtake a year/more to heal",1,3,2,5,1,2,1,1,1,4,1,1
462,632,"I just asked my baby if she is putting all that grease in her baby's hair. She is talking about it because I am finally going to let itgrow. I am shaking my head, grown little lady.
",3,3,5,5,1,4,1,2,1,4,1,1,"Ijust asked my baby y she putting all that grease in her baby hair she Tom bout cuz im finna let itgrow smh grown lil lady
",2,5,1,1,4,2,2,5,2,3,4,1
463,633,"I really want to apologize too because that's wrong for me to have it come out of my mouth, and say big, wildshit like that to her
",3,4,1,3,4,2,1,4,1,4,2,1,"I really want to apologize to cuz that's wrong for me to come out my mouth and say big wildshit like that to her
",3,2,1,4,5,2,1,5,1,4,3,1
464,635,"Be ready for the first episode of the Verse One Show as early as the first week of December
",,,,,,,,,,,,,"Look out for the first episode of the Verse One Show as early asthe first week of December.
",,,,,,,,,,,,
465,636,"I had a dream last night that I was at my house rocking my daughter.What do you think that meant?
",3,1,4,5,1,3,1,1,1,4,2,1,"My dream last night - was at my house and rocked my daughterto sleep. Trying to interpret?
",3,4,5,5,1,2,1,1,1,5,1,1
466,639,"Watching Eminem on BET, and let me tell you, this dude speaks his mind no matter what! He is going to give you the real facts alltime! Love this dude right here
",,,,,,,,,,,,,"Watchin Eminem on BET and let m tell u this dude speaks his mind no matter what!! He gone give u the real all thetime!! Luv this dude here!
",,,,,,,,,,,,
467,642,"On lonely days I can deal with. But lonely nights are not what I want. I am shaking my head. I do not wait for love, it waits upon me. Do notrush feelings. I wait to feel.
",4,3,4,5,1,4,1,1,1,4,1,1,"Lonely days I can deal wIt bt lonely nights ain't wat I want...smh..I don't wait fa love,it wait upon me. Don'trush feelings,I wait to feel
",2,3,1,5,3,2,3,1,1,3,1,1
468,641,"Loving my daughter and her loving me back is the greatest love of all.  That's all the love I need
",4,2,5,5,1,3,1,1,1,5,1,1,"Lovin my daughter n her lovin me back is da greatest love of all.datsall da love I need!
",2,3,3,5,1,1,4,1,2,3,3,1
469,643,"Oh my gosh, without makeup, all of you bitches are beasts. Even so, you all look like Homer da Clown! Fucking return of the living dead. I am killing myself laughing, I am just saying
",1,2,1,1,5,1,3,5,1,2,5,1,"Omg without makeup Yall bitches are beasts,even so Yall goes look like Homer Da Clown! Fuckin return of Daliving dead Kmsl ..just saying*
",1,3,1,1,5,1,4,5,2,2,5,1
470,644,"She might have been there with me from the beginning but the only thing that matters is who is going to be there for you at the end
",3,4,2,5,1,4,1,1,1,5,1,1,"She Might Of been there from The Beginning But it Only matters who gonebe there at the end
",3,4,2,5,1,3,1,1,1,4,2,1
471,647,"It’s going to go well with her and my southern cousin. I think he is planning to visit his Floridiansexual partner. It’s so funny. Pray for him
",,,,,,,,,,,,,"Gonna be great her and my southern cousin think he gonna see his floridapiece lol pray for him
",,,,,,,,,,,,
472,648,"To be clear, no Illinois brothers have won any step show in Illinois in 20years before 07 did it",1,3,1,5,1,3,1,1,3,4,2,1,2 be clear NO Illinois Bruhz won any step show in Illinois in 20years before 07 did it....,2,4,1,5,2,2,1,1,1,4,1,1
473,649,I want to thank Nashli for setting me and my ace out to 03. You all were making sureand we appreciate it! Laughing but very fucking serious,,,,,,,,,,,,,I wanna thank and Nashli for setting me and my ace out to 03. Yall was making sureand we appreciate it! LBVFS,,,,,,,,,,,,
474,650,"I love where my life is going. I have my eye on everyone.Everyone has a fair chance
",,,,,,,,,,,,,"I love where my life is going. I got my eye on everyone.Everyone has a fair chance
",,,,,,,,,,,,
475,651,"Thats because he is naturally a fat boy. Mogs didn't even notice that I swapped out profile picturesover the last six years. I'm laughing
",2,2,2,4,1,1,3,3,1,4,4,1,dats cuz he naturally a fat boy...mogs don't even notice I swap out profile pixover last 6 years lol,2,2,2,2,4,1,4,4,3,2,5,2
476,652,"My brother said pray for my exes. The sad girl said she was going to deal with a new caliber of dudes. She's a gold digger. I'm laughing.It must be a southern thing
",2,1,1,4,5,2,2,4,1,4,4,1,"My bro said pray for my exs sad one said she gonna deal wit a new caliber dudes aka gold digger lolmust be a southern thing
",2,1,1,1,5,2,4,5,2,3,4,1
477,653,"To all the single chicks who don't need a man and are taking their Christmas tree out tothe alley this weekend, laugh-out-loud
",2,3,1,1,5,1,2,4,2,4,4,2,2 all the single chicks dat don't need a man and taking they xmas tree out tothe alley this wkend lol,1,3,1,1,4,1,3,5,2,2,4,1
478,654,"I'm happy as shit. These new shoes that just came out are about tobe on my feet! Fuck yeah
",2,4,1,1,5,1,1,5,1,3,4,1,"I'm happy is shit. Dem new SHOES that just came out bout tobe on my feet!!-fck yea,,,
",1,4,1,1,4,1,3,5,4,2,5,1
479,655,"I've been talking about this ignorant (but true) shit for over 15 years...but NOW it's hitting home once thirtiescome into the picture. I'm going to chill, though",2,4,3,1,4,1,3,5,3,3,4,3,I been talking this ignant (but true) shit for over 15 years...but NOW its hitting home one 30scome into picture...imma chill tho,2,4,4,1,3,2,3,4,1,3,3,3
480,657,"I think tomorrow I’m going to tweet in the opposite all day. I will say the exact opposite of what I’m thinking atthe moment. Who is with me on this?
",2,3,1,5,1,2,4,2,1,4,2,1,I think 2morrow imma tweet in opposite all day....say the exact opposite of what I'm thinking atthe moment. Who wit me?,2,3,1,4,5,2,3,2,1,4,3,1
481,658,"That's funny! But yes, it is rough. Just relax and know people are trying their best and that means a lot. Plus aren't youplanning the \""all-girl day\""
",4,3,5,5,1,2,1,2,1,4,1,1,"LOL yea its rough. Just relax and know ppl are trying their best and that means a lot. Plus arent uplanning the all girl day?
",3,2,5,5,1,2,1,1,1,4,2,1
482,659,"Yeah, C's need to think about the future. They are not winning withthe team they have now
",2,3,1,1,4,1,1,4,1,3,4,1,"yea C's need to think about the future, they are not winning withthe team they have now.
",2,5,1,3,3,2,1,2,1,4,2,1
483,660,"I could speak extensively on men who only look at what their immediate needs are butnever look at things in the long term.  I could, but I won't
",,,,,,,,,,,,,"I could preach a whole sermon on mogs dat look at immediate needs andneva long term...but yea nvm
",,,,,,,,,,,,
484,662,"The girl said I befriended her.The bitch is lying. I don't fuck with girls like her
",,,,,,,,,,,,,"This girl said I got her in the friend zone.... naw bitch its the I ain'tfuckin wit yo ass zone
",,,,,,,,,,,,
485,666,"Yeah. I'm thinking about doing crossfit because I'm sick of seeing non-hoopersrepresented in those classes. I'm laughing out loud
",2,3,1,5,3,1,1,1,1,5,2,1,"Aye I'm thinking about doing crossfit cuz I'm sick of seeing non hoopersrepresentation in dem classes lol
",2,3,1,2,4,2,2,4,2,3,4,1
486,667,"Man, I just wanted to make myself some cheese, eggs, and grits and it turned into breakfastfor the whole family. I’m shaking my damn head.
",3,2,1,4,2,1,1,4,1,3,2,1,"Man I just wanted to make me some cheese eggs n grits and it turn into breakfastfor the whole fam Smdh
",2,3,1,5,4,1,2,4,1,4,3,1
487,668,"I am really going to use this deepfryer and test this Jerk DeepFried Chicken RecipeI have memorized
",,,,,,,,,,,,,"Really gonna use this deepfryer and try out this Jerk DeepFried Chicken RecipeI got in my head...
",,,,,,,,,,,,
488,670,"Tierra should be grateful that I understand that she's just having a bad day, because I wasjust about to fire her
",3,3,1,2,5,1,1,4,1,3,4,1,"Tierra better be glad she's having a bad day lol bc I wasjust about to fire her
",1,3,1,1,4,1,1,4,2,2,4,1
489,672,"I don’t trust any bitch around my man. She’s gotta be his sister, cousin, mama, or aunt, because Idon’t mind being rude!
",,,,,,,,,,,,,"ion trust naan bitch round my man she gotta be his sister cuzn mama or aunt cuz Idon't mind being rude !""
",,,,,,,,,,,,
490,676,"Travis wants to go to a Nets game in Brooklyn. Thinking that might be afun day-trip, mega-bus action
",2,4,2,5,1,2,1,1,1,3,1,1,"Travis wants to go to a Nets game in BK. Thinking that might be afun day trip megabus action!
",3,4,2,5,1,3,1,1,1,4,1,1
491,677,"The amount of liquor I drank last night was ungodly. But I didn't have a lick ofa hangover...thank you, Patron God
",,,,,,,,,,,,,"The amount of liquor I drunk last nite was ungodly...But I didn't have a lick ofa hangover...Thank you Patron God.
",,,,,,,,,,,,
492,678,"On New Years, I was right by my aunts house. I should've goneto see Raque
",2,2,1,5,1,2,3,1,2,3,3,1,"On New years i was right by my aunt house . I shouldve wentto see && Raquel .
",2,1,2,4,1,1,5,2,3,2,4,3
493,682,"We have K-Cups in my office... and I'm not a coffee drinker but I knowthis makes us fancy. I'm laughing
",2,1,4,5,1,4,1,1,1,3,1,1,"we got Kcups in my office...and I'm not a coffee drinker but I knowthis makes us fancy lol
",1,1,3,5,1,3,1,1,1,4,2,1
494,685,"I've got two tickets to paradise. Woo woo woo woo.Woo woo woo
",,,,,,,,,,,,,"Ive Got. . 2Tickets To PARADISE . . . , Wo Wo Wo Woo.. Wooo Wooo Wooo .",,,,,,,,,,,,
495,684,"I just cursed out my little brothers for not picking up their phones that I boughtthem. Who the fuck do they think they are
",2,4,1,1,5,2,2,5,1,3,4,1,"Just cursed out my lil bros for not picking up they phones that EYE broughtdem...fuckt hey think they are?!
",2,4,1,1,4,2,3,5,2,3,4,1
496,686,"From the looks of it, hardly anyone works today...and I have neverhad this day off before
",2,2,2,5,1,1,1,1,1,4,1,4,From the look of my I see hardly no one works 2day...and I nevahad this day off before.,2,3,1,4,3,1,4,5,2,3,5,3
497,687,"If your point is that I don’t hold you to the samestandards as I hold myself, you are correct.
",3,1,4,4,1,3,1,2,1,4,1,1,"if your point is that i dont hold you to the samestandards as my self...your correct.
",2,2,4,5,1,3,1,2,1,4,2,1
498,688,"I'll try tomorrow. This flu has been kicking my ass for a week now.I need a nurse! I'm laughing
",2,2,2,4,1,1,1,4,1,3,4,5,"I'll try tomorrow. This flu has been kicking my ass for a week now.I need a nurse! Lol!
",2,1,1,5,3,1,2,2,1,3,4,4
499,689,"That would be an amazing thing to have happen, but Miacan't afford him at all
",2,2,3,5,1,2,1,1,1,4,3,1,"maaaaan dat would be the ultimate Kiss my ass move...but MIAcan't afford him AT ALL...
",2,3,1,1,4,1,3,5,1,3,5,1
500,690,"Yes, it would help a lot if i wasn't so sick.  I don't want to be the one to cause an outbreak of sickness in the workplace.I believe I caught the sickness at work
",3,4,2,5,1,1,1,2,1,4,3,4,"yeah...just would help if I didn't have Ebola! Lol! Don't want to be the outbreak monkey at work. Thinkthat's how I got sick.
",2,2,1,5,4,1,2,4,2,4,4,1
501,691,"I'm not a paid time off user unless I have some fun shit to do...I goin to work regardless of the weather
",2,4,1,1,5,1,3,4,1,3,4,3,"I'm not a PTO user unless I have some fun shit to do...I goin no matter the weather
",2,5,1,1,4,1,2,4,1,3,4,1
502,693,"and when I couple the fact that I'm now paying it back (I paid forit) I feel nauseous. I'm laughing
",3,3,1,5,1,4,1,2,1,4,1,1,"and when I couple the fact that I'm now paying back (paid forit) I feel nausea lol
",2,4,1,5,2,3,1,1,1,4,1,2
503,692,"Nicki knows perfectly well she didn't want to say yes, but she said, \""I also care\"" becauseshe is going to get through it anyway
",3,5,2,1,2,3,1,1,1,4,1,1,"Nicki no dag on well she didn't wanna say yes , but she was like I mind as well causeshe goin get through anyway
",2,4,1,2,3,2,3,2,1,2,4,1
504,695,"My little buddy is looking for connects but I don’t have any for him. All I have is the same old “work as hard as shit over time and if they don’t pay you, bounce.”
",2,4,1,2,4,2,1,5,2,3,4,5,"Lil Buddy looking for Connects..I aint got any for him...all I got is same ole ""work hard as shit over time and ifthey don't pay ya BOUNCE""
",2,4,1,1,4,1,2,5,3,3,4,3
505,696,"There are three people making bad choices, kicking in doors, shouting, and shooting. The police are called but do not get there fast enough and they run away.  They come back and the police are called again.The police get there quickly and arrest all three
",,,,,,,,,,,,,"Kickin doors, shouting, shooting. Police called, came quick, not quick enuf. Thugs return, police called,back in seconds! 3 ARRESTED.",,,,,,,,,,,,
